Population,sample.id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
EUR,HG00133,-0.0118877909262927,0.0239852311301126,0.00654910624656357,-0.0181326950584766,-6.79169583103506e-05,-0.0123246620796404,-0.0205656060537171,-0.00558357001743273,0.0013222201820005,0.0052581852164991,0.00072118934521636,-0.000304072141164229,-0.00480695826524812,0.005915714056101,0.00173545272996013,-0.000482321828116727,0.00334293356267925,-0.00232405861816718,-0.00271503055742656,-0.00559224826515192
EUR,HG00136,-0.0104622123670076,0.0250766678406947,0.00547923498595959,-0.0211577263604072,-0.00171436497934397,-0.00828272174736505,-0.0205758922869855,-0.00988818523560908,-0.00821185793361635,0.00954593388168232,-0.00632489937645603,0.00410502944316216,-0.0102775613008203,0.000211691567445154,-0.00682215736681062,0.00868247746339405,-0.00999101744883898,0.000580403511167583,-0.00923213652569407,-0.00788567514217222
EUR,HG00137,-0.0109773801980421,0.0242477293076694,0.00354689365582152,-0.0193156606501786,-0.0024706806948885,-0.00549435541738805,-0.0232617293844395,-0.00361079569503889,0.00206695791104963,0.00410045225948573,0.00157195398001789,0.00160323762620118,-0.0096919007573765,-0.00433615922962218,-0.00567646181452496,0.00773917694483447,-0.000961679241677749,-0.00337789626196922,-0.00142738405687636,-0.00360636094066786
EUR,HG00138,-0.0110366701077101,0.0249668679716126,0.00564932825505226,-0.0191079500089699,0.00511846698478072,-0.00956043559097109,-0.0171626160156987,-0.00768861721816827,-0.003935644926599,0.00592026232377175,9.88128696830422e-07,0.00285268676593531,0.00192984293518755,-0.0014897146665528,-0.00534983809896931,0.00410741615379063,-0.000153968803457547,-7.61808901033825e-05,0.0104025598022975,0.00442188434516366
EUR,HG00139,-0.0107294651218647,0.023157466523643,0.00221500950965013,-0.0188092037287492,-0.00192199998278832,-0.000159620502880957,-0.00967627450867635,-0.00587819556028915,-0.00730405447721291,-0.000355140375275909,0.00172094993378468,-0.000246717728305579,0.00549704371445651,-0.00474210658207864,0.001737965827882,-0.00272114359561621,-0.00187262219267169,-0.0025419903557456,-0.00825586571105194,-0.00134632139342555
EUR,HG00140,-0.0119415446444145,0.026234571329941,0.00616963804471562,-0.0229429242269835,-0.00157765720253139,-0.0164205876140793,-0.0193568983259572,-0.00229162069772886,-0.00161771047533718,0.0063779501557572,-0.00312522234076001,0.00610722930906337,-0.00585776017232088,-0.0025171733855725,-0.00865229117138104,0.000764798167655707,-0.0109027792627048,0.011019840536873,0.01088260924532,0.0029460360397627
EUR,HG00141,-0.0116489294150944,0.0220975651332689,0.00983228126207658,-0.0164752355900002,-0.00187443214210203,-0.00532526083948378,-0.0255409096251269,-0.00901802932552737,-0.000799608263365874,0.000951476910280658,-0.00527334586947918,0.00551321264157081,-0.0173700924168694,0.00260152546119984,-0.00672643843261854,-0.00124080430443665,-0.00435189499006828,0.00257044734500922,-0.00600872136779142,-0.0092667523015176
EUR,HG00142,-0.0111202200033512,0.0225813823570733,0.00200440024492738,-0.0197211340298737,0.000775462947314942,-0.0113603815097703,-0.0257433817815613,0.00298408937581893,-0.000392000109728798,0.0116569228348852,0.00465072864142343,0.0011372014581317,0.00459920905645787,-0.00492851817603763,-0.00385426347719136,0.00763425622500226,0.000164779316549236,-0.00993034037334861,0.0014661288642699,0.0120474197788699
EUR,HG00143,-0.0116203916580589,0.0231652910843631,0.00467288850707962,-0.0205227598717629,0.0011125264241305,-0.0123651445601461,-0.0341723870952606,-0.00749934387956377,-0.00800844853902537,0.0054948467193566,0.00331459329533892,-0.00639192161495709,-0.00180385349331118,-0.00135091552106876,-0.001662469152373,-0.00607066053952734,-0.00818768933488439,-0.00161085382054268,0.000355862643567545,-0.00294553392144616
EUR,HG00145,-0.0111064113499577,0.0241703451247259,0.00352554640213443,-0.0238095992870687,-0.000107293322810036,-0.0113438627508315,-0.0163034239658872,-0.00810654296431134,-0.00581593813308669,0.00594536016631462,0.00411529673419882,0.000829000435065156,0.00412946060499848,0.00628914829281807,-0.00216043326120396,0.00871743514326271,-0.0144200545779288,-0.00124150882832595,-0.00328437520904198,0.00472487862641386
EUR,HG00146,-0.0118167990371024,0.0246283965259022,0.00216760542708824,-0.0170953026232595,-0.00145971138891789,-0.0064818428749942,-0.0164991721597629,-0.00580653121759336,-0.00559352265745301,-0.000591783692840276,0.00371348650935187,-0.00201417186723718,0.00543133877889415,-0.000355493677683846,-0.00435659244018089,0.00499617368080656,0.00177385173049628,-0.000915931496731036,0.00253291047686226,-0.000655382154765349
EUR,HG00148,-0.0114102936600228,0.02606749262255,0.00818799398802804,-0.0254191973924104,-0.0027273705479064,-0.019296863342542,-0.0215955060185297,-0.00839555365390422,0.0025432738535244,0.007366967904426,0.00401790862569398,-0.00538152292157446,-0.00487416459445417,-0.00406299117071918,-0.00666519155562551,-0.00102548691065432,-0.00981529713714527,0.000311578983843381,-0.00412761499201566,-0.000680946800784412
EUR,HG00149,-0.0114189976653211,0.0246796052997414,0.00311964254703522,-0.0164704399893761,-0.00374679310131911,-0.00318644522131377,-0.0196417124237538,-0.00535369828503885,0.00132438803539294,0.00459631120821335,-0.000681591031063858,0.0054849718763862,0.000421368902438715,-0.00167927264799308,-0.00166926422035621,0.00699895926931595,0.00387466002409183,0.000345081012961226,-0.00509564260213707,0.00235997271426186
EUR,HG00150,-0.0105484343423308,0.0239493026445774,0.00763672756006211,-0.022188518018725,-0.000800101851212828,-0.000703353046330207,-0.0183098767512266,-0.0054655676555313,-0.00815827999997583,0.00234207577438326,-0.00132719541591109,-0.00103749509669073,-0.0104010050119537,0.00155228061860961,0.00347999272288517,-0.00433816791914503,-0.00206664035941733,0.00400248232683671,-0.00994858015115411,-0.00470024156658713
EUR,HG00151,-0.0110790201687289,0.0248382673131795,0.000119204057088174,-0.0173329621695382,0.00456658037254061,-0.00223934963836307,-0.0221052797228559,-0.00496400332505587,-0.00977380771033873,0.0047262792681903,0.00356367530674387,-0.00140500180836067,-0.000113880650890822,-0.00252023614344612,0.00987977549445805,-0.00447710173123966,0.00577137790662069,0.00760644144938574,-0.00546389010198283,-0.00353185547758595
EUR,HG00155,-0.0111632521275579,0.0244481445078577,0.00268505108321654,-0.0214115284535993,0.000774491332597638,-0.00561706534796096,-0.0124547838697765,-0.000613225309586594,-0.00378140713653105,0.00308161379514011,0.00357958088640569,-0.00372736237158573,0.00383421579180618,0.00425481727512083,-0.00719439139003286,0.0127165022341854,-0.00766225682226332,-0.00340010669493681,-0.010919653140686,0.004451356524869
EUR,HG00157,-0.0114673904368985,0.0230709850717421,0.00259637855592196,-0.0187383364615485,-0.000133782365841458,-0.00302477333213417,-0.00162846342008538,0.000696932079464861,0.00206647899556343,0.000694066353770418,-0.00451437443069142,0.00438547227901521,-0.00273667631302519,0.00942870277099424,-0.00287866367676733,-0.00174775679895412,0.000413608449752409,0.00161076384057339,-0.00178703131038703,0.00189284797398606
EUR,HG00158,-0.0108231959814011,0.0234526448738701,0.005451244489575,-0.0202302381228065,-0.000208193548928199,-0.00630819319391894,-0.0166958002121188,-0.00840404838480849,-0.0012171359559852,0.0047939672124519,-0.00160061316347317,-0.00168316878894712,0.012996706310123,-0.0049221863720708,0.000688064854105338,0.00947776445870889,-0.00465060987926237,-0.00715771431733316,-0.000193219968693307,0.00128726429487942
EUR,HG00159,-0.0111719665616611,0.0229965621698469,0.00689306281947465,-0.015515556677091,-0.00165029483434024,-0.00767691033081787,-0.0104396760536529,-0.000641992378973472,-0.00752037645726217,0.0111141615771261,-0.00289292521878235,0.00385579292337367,-0.00883883394052994,-0.000707604831888124,-0.0101280208188321,0.00915013735680591,0.00278830002800357,-0.00775902010648161,-0.00847606117443616,0.00173940957122234
EUR,HG00160,-0.0109261680463207,0.0232709948951068,0.00679617468623015,-0.0222463886997454,0.00142946316189504,-0.0130723214508386,-0.020118730209104,-0.00036386353670263,-0.0054057852841381,0.00409560275526108,-0.00256794120362619,0.000802594932772009,-0.00720875538006314,-0.00476073566119421,-0.00380998631014677,-0.000915507112757643,0.00257472770617385,-0.00105908936279655,-0.00555499018022627,0.00100421240568011
EUR,HG00171,-0.0124399343093806,0.0192794696177631,0.00874962002025163,-0.0181353296922304,0.0027074140835229,-0.00782335821886128,-0.0454213661860875,-0.0162388209469246,-0.00264370480824103,0.01486205188805,-0.00156293828428976,0.00372245878906627,0.0166424118497757,-0.00674321117531644,0.00555872652285155,-0.00155551773002753,-0.00077400212395641,-0.00950489895231552,0.00625624234324627,0.00302693747692456
EUR,HG00173,-0.0114427070026753,0.0236297937791124,0.00749036437820453,-0.0225387526799265,-0.00139567068378639,-0.0133567469269688,-0.0393712242660012,-0.00926321612152813,-0.00827865753855171,0.0144352496227414,0.00292690158937924,0.00110370553880307,0.00558290116484424,-0.00245786074393403,-0.00585570163966963,-0.00159244270759449,-0.00514456053640527,-0.00213776711783749,0.00832870629916854,0.00604234797369959
EUR,HG00174,-0.0128774006826497,0.0195416013677879,0.00682590038010071,-0.017285825179692,0.00418967713762905,-0.018564481154441,-0.0519714202548628,-0.0141586973407803,0.00407065627991928,0.0169547557312378,0.00480068417530538,-0.00133524502217688,0.027962067609417,-0.00293775815742765,-0.00389556427812769,0.00333639021046176,-0.00494960647087027,-0.0080897561969555,0.00997104845172988,0.0020536580937655
EUR,HG00176,-0.0115870623341542,0.013307365031025,0.00949270004989687,-0.0164575582769515,-0.00113239353519972,-0.0151242212277136,-0.0507497336572802,-0.0148509499067453,0.012420683864424,0.0136187758623345,0.00581159776392171,0.00323220984082504,0.0198534214901017,-0.0043860224013572,0.00218980751388255,-0.00582447213602854,-0.00258248296877186,-0.0113248112556511,0.00332322881507464,0.0134940132394626
EUR,HG00177,-0.0122771460763186,0.0173291764886002,0.00525669301339185,-0.0151082387271882,0.00321687163123022,-0.00958796851798678,-0.0513705983855898,-0.0124245929841858,0.0104654947771108,0.015606125936909,0.00334795818778232,-0.0033707301488525,0.0232510393724427,-0.00731707599300232,-0.000273144783172068,-0.000234069119253486,0.000696695001264631,0.00154146040581068,0.00531206803081852,0.00307951156734453
EUR,HG00178,-0.0117652588839017,0.0177876733066634,0.00623844300972619,-0.012101809920339,0.003136724016773,-0.00961728002067071,-0.0281656278581325,-0.00949805765943313,-0.0019941353218111,0.00781577182428709,0.000437438013951383,-0.00224065884753704,0.00649792411300334,-0.00774828483436423,0.0026418042573819,0.00388264192175638,-0.0012213387022237,-0.00361363995722375,0.00404156634971997,0.010055844227135
EUR,HG00179,-0.0117189231634898,0.0182183055906011,0.00535279481892133,-0.0156688204346615,0.00340928299306428,-0.0110188129894116,-0.0438882412507683,-0.0169211646859081,0.00763802476823261,0.0120975992323643,0.00785064321806887,0.00173102103845847,0.0242157763609678,-0.00522310678226565,0.00197557945049784,0.00214523432420473,0.000676204063914682,-0.00290958630710859,0.00800490373382608,0.000278445173338744
EUR,HG00180,-0.0114226226410245,0.0219972735432151,0.00635036060325669,-0.0176452687390841,0.00206484345891022,-0.0100429689003289,-0.0495050691533629,-0.0155050399300998,0.00210744334097015,0.0113985234156485,0.000288368257847129,-0.000376625008122119,0.0278767828269975,-0.00918774961229127,0.00380574240506929,0.0033664724327292,-0.0016526014436283,-0.0018648298609849,0.00877860512536852,-0.00568653119998695
EUR,HG00181,-0.0112372841154166,0.0196365365770822,0.00435585764913909,-0.0170539880311488,-0.00174252853516848,0.00562968515530268,-0.0140565214665627,-0.0077502044051866,0.0178269448435279,0.00168527170359191,0.00206838844504043,0.00664787111519745,0.0383673104309858,-0.0105352967393174,0.00426350996954227,0.00851907009064623,-0.00254042453556497,-0.00720389419507377,0.0143782646959918,0.00357826019791351
EUR,HG00182,-0.0125207459213898,0.0170234153428391,0.00912093718930419,-0.0246677854814395,0.00191037730947742,-0.00766371608314776,-0.0349587892228132,-0.0131472067998178,0.00940007750957389,0.0101606002204043,0.00198711285739996,0.00272209797186407,0.00797026375360677,-0.00459674340657532,0.00348249528658841,-0.00393617571809796,0.00410807161710334,-0.000317660585907783,0.00796311638692167,-0.00292102025417559
EUR,HG00183,-0.0109009376854824,0.0218912911710044,0.0101034836248021,-0.0215626098362979,0.00443220423938218,-0.00931279633574319,-0.0442121097190563,-0.0102697492590298,5.74198895864756e-05,0.01209580487033,-0.00239663085846372,-0.00218931329148514,-0.0066331555789485,-0.0113301703444463,0.0101810343380905,-0.0058505510015695,-0.00583916493239534,0.00619373768177668,0.00194622071017036,0.00169152640142502
EUR,HG00185,-0.0122994814412744,0.0176771989641605,0.00816960439603811,-0.0255182211520113,0.0049324688361098,-0.00884561959886958,-0.038231298391596,-0.0120974825770981,-0.00392511093726926,0.0161572688303407,-0.00123737827355406,-0.00225671824115869,0.000389278846707084,-0.0102737003614676,0.0058168399951676,-0.00256217490979975,-0.00387677865594055,-0.00157527189059126,-0.00633864912532503,0.000697382822737026
EUR,HG00186,-0.0119338011662447,0.0179983492044085,0.00894325709608173,-0.0190463114817158,-0.000771314654890632,-0.0124920773678295,-0.076443559737749,-0.0233833426647104,0.0162540779247778,0.0247952614540501,0.000672607831125284,-0.00497622693112074,0.0490884225636753,-0.0227645824022405,0.0178246901379268,-0.00562376042660706,0.00564053702953232,-0.00957202072569339,0.0132542051189906,0.00499824854324964
EUR,HG00187,-0.0120419962637442,0.0136742812155808,0.00285643847772172,-0.0210611439763658,-0.000714280530237562,-0.00709331118778735,-0.0490668206614156,-0.0189984100431908,0.0115532350551483,0.0138133361139191,-0.00151571073662846,-0.00123359450475227,0.0278290956661729,-0.0194190118659274,0.00385432874834194,-0.0127653728549777,0.00252337945917637,-0.00193945316797384,0.0142415653426052,0.00831826530322826
